 Produção Ambulatorial do SUS - Ceará - por local de atendimento
Valor aprovado por Procedimento e Ano processamento
Período:2015-2023
"Procedimento";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"Total"
"0501010033 IDENTIFICACAO DE DOADOR APARENTADO DE CELULAS-TRONCO HEMATOPOETICAS 2A FASE (POR DOADOR TIPADO)";-;-;1350,00;14175,00;19575,00;10800,00;6525,00;-;-;52425,00
"0501010041 IDENTIFICACAO DE DOADOR APARENTADO DE CELULAS-TRONCO HEMATOPOETICAS 3A FASE (POR DOADOR TIPADO)";-;-;3250,00;35750,00;51350,00;29900,00;18850,00;-;-;139100,00
"0501010050 IDENTIFICACAO DE DOADOR VOLUNTARIO DE CELULAS TRONCO HEMATOPOETICAS PARA CADASTRO NO REDOME (POR D";-;-;719250,00;2102625,00;1475625,00;2460000,00;2739715,00;607700,00;5565090,00;15670005,00
"0501010068 IDENTIFICACAO DE DOADOR NAO APARENTADO DE CELULAS-TRONCO HEMATOPOETICAS (POR DOADOR TIPADO)";-;-;4550,00;14950,00;9750,00;8450,00;6650,00;4950,00;2200,00;51500,00
"0501010084 IDENTIFICACAO DE DOADOR VOLUNTARIO DE CELULAS TRONCO HEMATOPOETICA DE DOADORES CADASTRADOS NO REDOME";-;-;1050,00;3600,00;2400,00;2100,00;900,00;-;-;10050,00
"0501010092 CONFIRMACAO DE TIPIFICACAO DE DOADOR NAO APARENTADO DE CELULAS TRONCO HEMATOPOETICAS (POR DOADOR T";-;-;-;-;-;-;235875,00;-;375,00;236250,00
"0501010106 IDENTIFICACAO DE DOADOR APARENTADO DE CELULAS TRONCO HEMATOPOETICAS 2¶Ý FASE (POR DOADOR TIPADO)";-;-;-;-;-;-;-;13000,00;92300,00;105300,00
"0501020012 IDENTIFICACAO DE RECEPTOR DE CELULAS-TRONCO HEMATOPOETICAS 1A FASE";-;1875,00;4500,00;44625,00;43875,00;28125,00;28875,00;-;-;151875,00
"0501020020 IDENTIFICACAO DE RECEPTOR DE CELULAS-TRONCO HEMATOPOETICAS 2A FASE";-;1950,00;6500,00;30550,00;40300,00;21450,00;12350,00;-;-;113100,00
"0501020039 CONFIRMACAO DE IDENTIFICACAO DE RECEPTOR DE CELULAS TRONCO HEMATOPOETICAS";-;-;-;3900,00;-;-;-;61100,00;201500,00;266500,00
"0501020047 IDENTIFICACAO/CONFIRMACAO DE RECEPTOR DE CELULAS TRONCO HEMATOPOETICAS";-;-;-;-;-;-;38264,38;48700,12;4969,40;91933,90
"0501030018 COLETA, ACONDICIONAMENTO E TRANSPORTE INTERNACIONAL DE CELULAS-TRONCO HEMATOPOIETICAS DE MEDULA OSSE";-;96000,00;432000,00;240000,00;288000,00;96000,00;48000,00;144000,00;192000,00;1536000,00
"0501030077 MOBILIZACAO, COLETA E ACONDICIONAMENTO DE CELULAS TRONCO HEMATOPOETICAS DE SANGUE PERIFERICO NO BRA";73837,20;206744,16;201821,68;194437,96;196899,20;145213,16;164903,08;187054,24;216589,12;1587499,80
"0501030093 PROCESSAMENTO DE CRIOPRESERVACAO DE MEDULA OSSEA OU DE CELULAS TRONCO HEMATOPOETICAS DE SANGUE PERI";54000,00;98000,00;112000,00;100000,00;148000,00;106000,00;118000,00;138000,00;168000,00;1042000,00
"0501030115 COLETA, IDENTIFICACAO, TESTES DE SEGURANCA, PROCESSAMENTO, ARMAZENAGEM E FORNECIMENTO DE CELULAS T";685647,18;545788,80;358173,90;249016,14;153503,10;54578,88;3411,18;-;-;2050119,18
"0501040013 AUTO-PROVA CRUZADA EM RECEPTOR DE RIM (AUTO CROSS-MATCH)";3322,23;2229,99;2275,50;4505,49;3595,29;1410,81;8473,91;16327,58;12104,93;54245,73
"0501040021 IDENTIFICACAO DE DOADOR FALECIDO DE RIM / PANCREAS E RIM-PANCREAS";72100,00;62650,00;58450,00;63350,00;94500,00;61250,00;23800,00;-;-;436100,00
"0501040030 IDENTIFICACAO DE DOADOR VIVO DE RIM 1A FASE (POR DOADOR TIPADO)";-;-;1200,00;11850,00;10200,00;6300,00;1950,00;-;-;31500,00
"0501040048 IDENTIFICACAO DE DOADOR VIVO DE RIM 2A FASE (POR DOADOR TIPADO)";600,00;-;1600,00;16000,00;13400,00;8400,00;2600,00;-;-;42600,00
"0501040064 PROVAS CRUZADAS EM RECEPTORES DE DOADORES FALECIDOS (CROSS MATCH)";687300,00;661200,00;662700,00;679200,00;812100,00;500400,00;828019,60;1135867,20;1254328,40;7221115,20
"0501040072 PROVAS CRUZADAS EM DOADOR VIVO DE RIM (CROSS MATCH)";20700,00;14400,00;15300,00;28800,00;23400,00;9300,00;3900,00;-;-;115800,00
"0501040080 IDENTIFICACAO DE DOADOR FALECIDO DE ORGAOS";-;-;-;-;-;-;14848,00;185600,00;192096,00;392544,00
"0501040099 IDENTIFICACAO DE DOADOR VIVO DE RIM- (POR DOADOR TIPADO)";-;-;-;-;-;-;9757,16;11847,98;11847,98;33453,12
"0501040102 PROVAS CRUZADAS EM DOADORES DE ORGAOS E DE MEDULA OSSEA (APARENTADO NAO IDENTICO)";-;-;-;-;-;-;4757,64;22598,79;21012,91;48369,34
"0501050019 AVALIACAO DE REATIVIDADE DO RECEPTOR CONTRA PAINEL EM RECEPTORES HIPERSENSIBILIZADOS DE ORGAOS";-;-;-;2340,00;4320,00;1980,00;16569,00;43230,00;135192,00;203631,00
"0501050027 IDENTIFICACAO DE RECEPTOR DE RIM / PANCREAS E RIM-PANCREAS";-;-;14350,00;233100,00;249900,00;162400,00;91700,00;-;-;751450,00
"0501050035 AVALIACAO DE REATIVIDADE EM RECEPTORES NAO SENSIBILIZADOS";-;-;-;-;-;-;-;-;11004,00;11004,00
"0501050043 EXAMES DE PACIENTES EM LISTA DE ESPERA PARA TRANSPLANTES";105802,20;134038,80;40483,80;82668,60;134379,00;76204,80;60215,40;90833,40;141863,40;866489,40
"0501050051 IDENTIFICACAO DE RECEPTOR DE ORGAOS";-;-;-;-;-;-;130198,28;262881,26;243003,66;636083,20
"0501070010 SOROLOGIA DE POSSIVEL DOADOR DE CORNEA E ESCLERA";-;27600,00;71160,00;80940,00;51540,00;41220,00;63060,00;56520,00;69480,00;461520,00
"0501070044 EXAMES PARA A INCLUSAO EM LISTA DE CANDIDATOS A TRANSPLANTE DE CORACAO";-;-;-;-;-;-;-;-;19750,64;19750,64
"0501070052 EXAMES PARA INCLUSAO EM LISTA DE CANDIDATOS A TRANSPLANTE DE FIGADO";35355,72;48096,52;20385,28;46185,40;57652,12;28029,76;37585,36;216381,08;347706,00;837377,24
"0501070060 EXAMES PARA INCLUSAO EM LISTA DE CANDIDATOS A TRANSPLANTE DE PANCREAS, PULMAO OU RIM";113015,67;133987,65;166610,73;177096,72;198068,70;101364,57;150299,19;106025,01;103694,79;1250163,03
"0501070079 EXAMES PARA INCLUSAO EM LISTA DE CANDIDATOS A TRANSPLANTE CONJUGADO DE PANCREAS E RIM";-;-;-;-;-;-;-;-;5704,77;5704,77
"0501070109 EXAMES PARA INVESTIGACAO CLINICA NO DOADOR VIVO DE RIM- COMPLEMENTACAO DA 1¶Ý FASE.";-;-;-;-;-;-;-;598,02;-;598,02
"0501070133 EXAMES PARA INCLUSAO EM LISTA DE CANDIDATOS A TRANSPLANTE DE RIM";-;-;-;-;-;-;-;-;12583,20;12583,20
"0501070141 EXAMES PARA INCLUSAO EM LISTA DE CANDIDATOS A TRANSPLANTE DE PULMAO";-;-;-;-;-;-;-;-;4893,45;4893,45
"0501080015 BIOPSIA E EXAME ANATOMO-CITOPATOLOGICO EM PACIENTE TRANSPLANTADO";80815,00;30625,00;6055,00;3955,00;2870,00;1435,00;105,00;-;70,00;125930,00
"0501080023 CONTAGEM DE CD4/CD3 EM PACIENTE TRANSPLANTADO";-;300,00;150,00;750,00;-;-;-;-;-;1200,00
"0501080031 DOSAGEM DE CICLOSPORINA (EM PACIENTE TRANSPLANTADO)";159554,17;99688,65;59917,85;39142,84;32339,94;21873,94;66511,43;75983,16;78128,69;633140,67
"0501080040 DOSAGEM DE SIROLIMO (EM PACIENTE TRANSPLANTADO)";67453,37;23757,82;12088,23;6959,89;14652,40;16954,92;3349,12;41968,66;85768,87;272953,28
"0501080058 DOSAGEM DE TACROLIMO (EM PACIENTE TRANSPLANTADO)";678144,47;701535,98;724718,17;559931,00;456683,91;359350,11;336534,23;372380,28;411313,80;4600591,95
"0501080066 EXAMES DE RADIOLOGIA EM PACIENTE TRANSPLANTADO";56900,00;35450,00;47825,00;42350,00;28850,00;21275,00;12625,00;8000,00;6275,00;259550,00
"0501080074 EXAMES MICROBIOLOGICOS EM PACIENTE TRANSPLANTADO";10200,00;8655,00;14295,00;10890,00;17340,00;22230,00;34155,00;66660,00;75975,00;260400,00
"0501080090 ULTRASSONOGRAFIA DE ORGAO TRANSPLANTADO";35508,00;19800,00;22908,00;18792,00;12336,00;9036,00;8376,00;13128,00;10152,00;150036,00
"0501080104 DOSAGEM DE EVEROLIMO (EM PACIENTE TRANSPLANTADO)";-;2197,86;6017,95;33962,17;104,66;104,66;209,32;156,99;104,66;42858,27
"0503030058 RETIRADA DE GLOBO OCULAR UNI / BILATERAL (P/ TRANSPLANTE)";149584,32;313675,74;476477,64;482602,86;358164,18;350749,44;506458,98;485826,66;460036,26;3583576,08
"0503040061 ENTREVISTA FAMILIAR PARA DOACAO DE TECIDOS DE DOADORES COM CORACAO PARADO";1680,00;210420,00;455280,00;454860,00;262080,00;321300,00;499380,00;453180,00;425040,00;3083220,00
"0504010018 CONTAGEM DE CELULAS ENDOTELIAIS DA CORNEA";-;69789,60;169387,20;162712,80;116445,60;112881,60;178718,40;170359,20;155196,00;1135490,40
"0504010034 SEPARACAO E AVALIACAO BIOMICROSCOPICA DA CORNEA";338558,40;634521,60;968306,40;944071,20;680421,60;687765,60;1018980,00;970509,60;882748,80;7125883,20
"0505010097 TRANSPLANTE DE CORNEA OU LAMELA";49680,00;107640,00;35190,00;24840,00;41400,00;140760,00;200790,00;285660,00;233910,00;1119870,00
"0505010119 TRANSPLANTE DE CORNEA (EM REOPERACOES)";-;-;1129,30;1129,30;-;-;-;-;-;2258,60
"0505010135 TRANSPLANTE DE CORNEA (EM CIRURGIAS COMBINADAS OU EM REOPERACOES)";-;-;-;-;-;-;-;10350,00;8280,00;18630,00
"0506010015 ACOMPANHAMENTO DE PACIENTE POS-TRANSPLANTE DE CORNEA";172615,00;145360,00;138000,00;136850,00;93955,00;68425,00;92690,00;104535,00;110745,00;1063175,00
"0506010023 ACOMPANHAMENTO DE PACIENTE POS-TRANSPLANTE DE RIM FIGADO CORACAO PULMAO CELULAS-TRONCO HEMATOPOETICA";2543940,00;2387880,00;2347515,00;1853685,00;1587600,00;1378890,00;1912140,00;2297430,00;2352766,50;18661846,50
"0506010040 ACOMPANHAMENTO DE PACIENTES NO PRE TRANSPLANTE DE ORGAOS";109350,00;44010,00;42120,00;62775,00;227340,00;190215,00;370575,00;364500,00;404581,50;1815466,50
"0506010058 AVALIACAO DO POSSIVEL DOADOR FALECIDO DE ORGAOS OU TECIDOS PARA TRANSPLANTES";150500,00;460960,00;1287205,00;1314295,00;1076720,00;875910,00;1660660,00;1461140,00;1420290,00;9707680,00
"0506010066 ACOMPANHAMENTO DE PACIENTE POS-TRANSPLANTE DE MEDULA OSSEA - AUTOGENICO";-;-;-;-;-;-;-;-;13122,00;13122,00
"0506010074 ACOMPANHAMENTO DE PACIENTE POS-TRANSPLANTE DE MEDULA OSSEA - ALOGENICO APARENTADO";-;-;-;-;-;-;-;-;34506,00;34506,00
"0506010082 ACOMPANHAMENTO DE PACIENTE POS-TRANSPLANTE DE MEDULA OSSEA - ALOGENICO NAO APARENTADO";-;-;-;-;-;-;-;-;9963,00;9963,00
"0506010104 ACOMPANHAMENTO DE PACIENTE POS-TRANSPLANTE DE RIM";-;-;-;-;-;-;-;-;974538,00;974538,00
"0506010112 ACOMPANHAMENTO DE PACIENTE POS-TRANSPLANTE DE FIGADO";-;-;-;-;-;-;-;-;286254,00;286254,00
"0506010120 ACOMPANHAMENTO DE PACIENTE POS-TRANSPLANTE DE PULMAO";-;-;-;-;-;-;-;-;7182,00;7182,00
"0506010139 ACOMPANHAMENTO DE PACIENTE POS-TRANSPLANTE DE CORACAO";-;-;-;-;-;-;-;-;52974,00;52974,00
"0506010180 ACOMPANHAMENTO DE PACIENTES NO PRE TRANSPLANTE DE RIM";-;-;-;-;-;-;-;-;249561,00;249561,00
"0506010198 ACOMPANHAMENTO DE PACIENTES NO PRE TRANSPLANTE DE FIGADO";-;-;-;-;-;-;-;-;87723,00;87723,00
"0604020015 DEFERASIROX 125 MG (POR COMPRIMIDO)Ç¨";2401,08;39097,80;27760,08;6548,40;2824,80;-;-;-;-;78632,16
"0604020023 DEFERASIROX 250 MG (POR COMPRIMIDO)Ç¨";87319,35;191036,70;172370,31;106259,04;101175,66;-;-;-;-;658161,06
"0604020031 DEFERASIROX 500 MG (POR COMPRIMIDO)Ç¨";591109,52;556418,21;605387,79;854198,86;269115,53;-;-;-;-;2876229,91
"0604020058 DESFERROXAMINA 500 MG INJETAVEL (POR FRASCO-AMPOLA)";-;323,38;-;-;-;-;-;-;-;323,38
"0604030010 BROMOCRIPTINA 2,5 MG (POR COMPRIMIDO)";372,60;49,68;-;-;-;-;-;-;-;422,28
"0604030037 CABERGOLINA 0,5 MG (POR COMPRIMIDO)";329684,74;-;-;-;-;-;-;-;-;329684,74
"0604100019 DESMOPRESSINA 0,1 MG/ML APLICACAO NASAL (POR FRASCO DE 2,5 ML";280527,66;331436,02;319606,14;328113,02;-;-;-;-;-;1259682,84
"0604110014 GOSSERRELINA 3,60 MG INJETAVEL (POR SERINGA PREENCHIDA)";143301,00;151692,50;121676,75;108794,80;108059,70;156576,30;180834,60;175321,35;119821,30;1266078,30
"0604110022 GOSSERRELINA 10,80 MG INJETAVEL (POR SERINGA PREENCHIDA)";506147,85;463752,56;372040,30;457391,00;459325,00;305572,00;574398,00;468995,00;907046,00;4514667,71
"0604110030 LEUPRORRELINA 3,75 MG INJETAVEL (POR FRASCO-AMPOLA)";453768,48;316135,56;474776,28;729200,36;229639,10;554982,54;1009385,72;1733711,06;3035854,56;8537453,66
"0604110049 LEUPRORRELINA 11,25 MG INJETAVEL (POR FRASCO-AMPOLA)";1384520,76;1323045,90;1247316,00;1545533,52;776824,80;2772221,04;3876007,92;3441217,92;10434,96;16377122,82
"0604110057 TRIPTORRELINA 3,75 MG INJETAVEL (POR FRASCO-AMPOLA)";663400,32;405145,92;410818,56;798985,72;1004519,36;485774,90;602220,58;257443,16;312509,34;4940817,86
"0604110065 TRIPTORRELINA 11,25 MG INJETAVEL (POR FRASCO-AMPOLA)";245730,10;672999,58;756246,92;1026645,60;2211151,76;882032,08;1303729,52;1169051,28;2433039,68;10700626,52
"0604110073 TRIPTORRELINA 22,5 MG INJETAVEL (POR FRASCO-AMPOLA)";-;-;-;-;-;-;-;-;1847089,36;1847089,36
"0604110081 LEUPRORRELINA 45 MG INJETAVEL (SERINGA PREENCHIDA)";-;-;-;-;-;-;-;-;17359,81;17359,81
"0604120010 CIPROTERONA 50 MG (POR COMPRIMIDO)";394,74;1013,88;1468,29;2673,71;1351,92;1087,30;999,53;1361,09;1437,07;11787,53
"0604130031 GALANTAMINA 8 MG (POR CAPSULA DE LIBERACAO PROLONGADA)";173013,12;100268,41;143509,43;28614,84;17826,04;-;-;-;-;463231,84
"0604130040 GALANTAMINA 16 MG (POR CAPSULA DE LIBERACAO PROLONGADA)";255467,64;210382,20;249300,96;66226,32;21466,56;-;-;-;-;802843,68
"0604130058 GALANTAMINA 24 MG (POR CAPSULA DE LIBERACAO PROLONGADA)";134105,36;344677,76;176629,16;146422,86;32063,40;-;-;-;-;833898,54
"0604130074 RIVASTIGMINA 2,0 MG/ML SOLUCAO ORAL (POR FRASCO DE 120 ML)";65405,90;61815,60;46361,70;11462,88;6613,20;4923,16;4188,36;2792,24;1690,04;205253,08
"0604200013 AMANTADINA 100 MG (POR COMPRIMIDO)";76804,86;84463,50;92647,83;105837,40;93518,95;127771,58;143963,71;136816,18;166372,67;1028196,68
"0604210019 ZIPRASIDONA 40 MG (POR CAPSULA)";228412,53;393722,07;131945,46;-;-;-;-;-;-;754080,06
"0604210027 ZIPRASIDONA 80 MG (POR CAPSULA)";817394,76;569010,96;396567,36;-;-;-;-;-;-;1782973,08
"0604230060 QUETIAPINA 300 MG (POR COMPRIMIDO)";558857,88;871206,84;165382,56;-;-;-;-;-;-;1595447,28
"0604250037 ELTROMBOPAGUE OLAMINA 25 MG (POR COMPRIMIDO)";-;-;-;-;-;204490,65;807301,95;914046,90;851467,50;2777307,00
"0604250045 ELTROMBOPAGUE OLAMINA 50 MG (POR COMPRIMIDO)";-;-;-;-;-;485735,22;1887277,95;2387136,60;3277466,55;8037616,32
"0604260016 SACARATO DE HIDROXIDO FERRICO 100 MG INJETAVEL (POR FRASCO DE 5 ML)";109881,03;116128,53;261877,35;317086,56;522562,32;341026,56;393039,36;375802,56;597612,96;3035017,23
"0604290012 OCTREOTIDA Ç¨LAR 10 MG INJETAVEL (POR FRASCO-AMPOLA)";184995,64;362664,72;157521,04;212014,88;146964,86;122872,26;166238,94;81914,84;69868,54;1505055,72
"0604290020 OCTREOTIDA LAR 20 MG INJETAVEL (POR FRASCO-AMPOLA)";1282042,08;1033454,40;1379801,28;723418,08;-;-;-;-;-;4418715,84
"0604290039 OCTREOTIDA Ç¨LAR 30 MG INJETAVEL (POR FRASCO-AMPOLA)";3237740,22;2279248,36;1950946,03;2007549,88;-;-;-;-;-;9475484,49
"0604290071 LANREOTIDA 90 MG INJETAVEL (POR SERINGA PREENCHIDA)";-;-;-;139707,08;254221,08;-;-;-;-;393928,16
"0604290080 LANREOTIDA 120 MG INJETAVEL (POR SERINGA PREENCHIDA)";-;-;9080,16;250526,69;450488,36;133307,78;-;-;-;843402,99
"0604310013 IMUNOGLOBULINA HUMANA 0,5 G INJETAVEL (POR FRASCO)";3428,00;-;-;-;-;-;-;-;-;3428,00
"0604330014 ILOPROSTA 10 MCG/ML SOLUCAO PARA NEBULIZACAO (AMPOLA DE 1 ML)";-;-;-;-;-;206740,80;745392,00;1168015,20;1665177,60;3785325,60
"0604350015 SILDENAFILA 20 MG (POR COMPRIMIDO)";745766,28;985052,88;1275089,76;1720011,72;1316814,24;-;-;-;-;6042734,88
"0604350031 SILDENAFILA 50 MG (POR COMPRIMIDO)";-;478,80;-;-;-;-;-;-;-;478,80
"0604440014 ALFADORNASE 2,5 MG (POR AMPOLA)";797226,24;1162764,78;1382044,95;1419200,16;-;-;-;-;-;4761236,13
"0604470010 ALFAEPOETINA 1.000 UI INJETAVEL (POR FRASCO-AMPOLA)";17568,32;13440,05;18409,66;16734,11;-;-;-;-;-;66152,14
"0604470037 ALFAEPOETINA 3.000 UI INJETAVEL (POR FRASCO-AMPOLA)";169915,08;140044,78;6075,22;-;-;-;-;-;-;316035,08
"0604470053 ALFAEPOETINA 10.000 UI INJETAVEL (POR FRASCO-AMPOLA)";48285,51;8766,60;-;-;-;-;-;-;-;57052,11
"0604480016 HIDROXIUREIA 500 MG (POR CAPSULA)";26902,08;90841,92;115718,40;140708,40;201422,40;219585,60;207267,60;276123,60;336462,00;1615032,00
"0604490011 ENTACAPONA 200 MG (POR COMPRIMIDO)";462460,95;535257,36;520771,95;478107,45;29651,40;-;-;-;-;2026249,11
"0604490020 TOLCAPONA 100 MG (POR COMPRIMIDO)";15,00;-;-;-;-;-;-;-;-;15,00
"0604510012 RISPERIDONA 1 MG (POR COMPRIMIDO)";-;-;509,85;13822,30;52778,60;65545,80;85602,30;74201,20;108078,70;400538,75
"0604510020 RISPERIDONA 2 MG (POR COMPRIMIDO)";49646,05;71248,35;68165,25;105524,65;150742,46;169257,77;76705,75;134923,58;157589,96;983803,82
"0604510039 RISPERIDONA 3 MG (POR COMPRIMIDO)";-;-;1726,56;19668,32;51315,52;97977,12;144871,62;125148,90;224144,83;664852,87
"0604510047 RISPERIDONA 1,0 MG/ML SOLUCAO ORAL (POR FRASCO DE 30 ML)";-;-;1515,50;36418,41;120987,91;275439,65;429313,32;554754,51;1178620,50;2597049,80
"0604540019 RILUZOL 50 MG (POR COMPRIMIDO)";377530,60;508604,35;42058,20;-;-;-;-;-;-;928193,15
"0604550022 TOXINA BOTULINICA TIPO A 500 U INJETAVEL (POR FRASCO-AMPOLA)";428803,05;-;-;-;-;-;-;-;-;428803,05
"0604560010 PENICILAMINA 250 MG (POR CAPSULA)";22337,28;68765,76;63051,84;68700,20;47828,70;71502,70;73664,90;85672,90;38385,70;539909,98
"0604580010 PANCREATINA 10.000 UI (POR CAPSULA)";65318,40;17344,80;51156,00;74705,40;76077,40;86465,40;93239,16;80188,50;101596,60;646091,66
"0604580029 PANCREATINA 25000 UI (POR CAPSULA)";331215,99;346567,20;282563,40;316489,12;335125,20;381686,45;435815,23;526245,38;560782,73;3516490,70
"0604580061 PANCRELIPASE 20.000 UI (POR CAPSULA)";303,60;151,80;-;-;-;-;-;-;-;455,40
"0604600011 ACITRETINA 10 MG (POR CAPSULA)";94418,87;74756,50;98068,81;59910,10;52051,78;51895,60;74445,80;60359,46;150617,80;716524,72
"0604600020 ACITRETINA 25 MG (POR CAPSULA)";105414,12;250977,15;202587,12;309950,15;367659,90;296873,76;407339,98;331708,24;189422,58;2461933,00
"0604610017 SOMATROPINA 4 UI INJETAVEL (POR FRASCO-AMPOLA)";1200687,87;1501433,53;1642983,98;1147539,57;1353961,86;-;-;-;-;6846606,81
"0604610025 SOMATROPINA 12 UI INJETAVEL (POR FRASCO-AMPOLA)";465856,56;765794,64;669433,44;2226829,80;3154887,84;1446525,60;-;-;-;8729327,88
"0604630050 ACIDO URSODESOXICOLICO 300 MG (POR COMPRIMIDO)";-;-;-;-;-;-;100991,25;308617,80;556044,93;965653,98
"0604630069 SAPROPTERINA 100 MG (POR COMPRIMIDO)";-;-;-;-;-;-;-;169447,20;716892,00;886339,20
"0604650019 BIMATOPROSTA 0,3 MG/ML SOLUCAO OFTALMICA (POR FRASCO DE 3 ML)";-;-;-;6376,90;-;-;-;-;-;6376,90
"0604650027 LATANOPROSTA 0,05 MG/ML SOLUCAO OFTALMICA (POR FRASCO DE 2,5 ML)";-;-;-;38892,15;-;-;-;-;-;38892,15
"0604650035 TRAVOPROSTA 0,04 MG/ML SOLUCAO OFTALMICA (POR FRASCO DE 2,5 ML)";-;-;-;119379,01;-;-;-;-;-;119379,01
"0604750013 AMBRISENTANA 5MG (POR COMPRIMIDO REVESTIDO)";188971,88;424385,36;250809,88;205261,20;274370,91;123080,13;62854,86;38524,77;25274,70;1593533,69
"0604750021 AMBRISENTANA 10MG (POR COMPRIMIDO REVESTIDO)";-;-;237003,60;425408,80;490223,20;689064,52;746908,80;407456,24;368824,80;3364889,96
"0604750030 BOSENTANA 62,5MG (POR COMPRIMIDO REVESTIDO)";30110,30;25165,50;15682,08;25430,40;64370,70;73112,40;75761,40;93244,80;75231,60;478109,18
"0604750048 BOSENTANA 125MG (POR COMRIMIDO REVESTIDO)";189739,04;254586,56;278145,00;339690,10;371124,90;370418,50;346400,90;444661,14;601561,41;3196327,55
"0604830017 SACUBITRIL VALSARTANA SODICA HIDRATADA 50 MG (POR COMPRIMIDO)";-;-;-;-;-;-;3100,16;142427,44;323883,68;469411,28
"0604830025 SACUBITRIL VALSARTANA SODICA HIDRATADA 100 MG (POR COMPRIMIDO)";-;-;-;-;-;-;14739,60;469383,60;999649,36;1483772,56
"0604830033 SACUBITRIL VALSARTANA SODICA HIDRATADA 200 MG (POR COMPRIMIDO)";-;-;-;-;-;-;11418,00;251818,80;838935,82;1102172,62
"0604840012 OMALIZUMABE 150MG SOLUCAO INJETAVEL";-;-;-;-;-;-;-;-;1123142,40;1123142,40
"0604840020 MEPOLIZUMABE 100 MG/ML SOLUCAO INJETAVEL";-;-;-;-;-;-;-;290133,08;2173619,96;2463753,04
"0604850018 BROMETO DE UMECLIDINIO 62,5 MCG + TRIFENATATO DE VILANTEROL 25 MCG (PO INALANTE)";-;-;-;-;-;-;-;48016,80;509652,00;557668,80
"0604850026 BROMETO DE TIOTROPIO MONOIDRATADO 2,5 MCG + CLORIDRATO DE OLODATEROL 2,5 MCG (SOLUCAO PARA INALAC";-;-;-;-;-;-;-;3147,30;889233,30;892380,60
"0701010010 ANDADOR FIXO / ARTICULADO EM ALUMINIO COM QUATRO PONTEIRAS.";55380,00;54340,00;50570,00;71240,00;84630,00;55900,00;61880,00;73710,00;79560,00;587210,00
"0701010029 CADEIRA DE RODAS ADULTO / INFANTIL (TIPO PADRAO)";142403,10;183008,00;14297,50;1143,80;104657,70;87500,70;131537,00;47467,70;236009,00;948024,50
"0701010037 CADEIRA DE RODAS PARA BANHO COM ASSENTO SANITARIO";124660,00;74290,00;13800,00;15640,00;55430,00;28290,00;45770,00;16330,00;64583,60;438793,60
"0701010045 CADEIRA DE RODAS PARA TETRAPLEGICO - TIPO PADRAO";358020,00;29250,00;459810,00;868140,00;90090,00;79560,00;39780,00;35100,00;114660,00;2074410,00
"0701010053 CALCADOS ANATOMICOS COM PALMILHAS PARA PES NEUROPATICOS (PAR)";838,40;419,20;-;5868,80;2096,00;-;419,20;5030,40;14252,80;28924,80
"0701010061 CALCADOS ORTOPEDICOS CONFECCIONADOS SOB MEDIDA ATE NUMERO 45 (PAR)";11239,80;1532,70;170,30;12772,50;12261,60;7663,50;5790,20;8344,70;2043,60;61818,90
"0701010070 CALCADOS ORTOPEDICOS PRE-FABRICADOS COM PALMILHAS ATE NUMERO 45 (PAR)";99,75;-;-;-;-;-;199,50;598,50;798,00;1695,75
"0701010088 CALCADOS SOB MEDIDA P/ COMPENSACAO DE DISCREPANCIA DE MEMBROS INFERIORES A PARTIR DO NUMERO 34";4485,00;299,00;-;598,00;-;-;299,00;598,00;897,00;7176,00
"0701010100 CARRINHO DOBRAVEL PARA TRANSPORTE DE CRIANCA COM DEFICIENCIA";4587,00;5351,50;100914,00;94798,00;60395,50;26757,50;22170,50;6880,50;6116,00;327970,50
"0701010118 BENGALA CANADENSE REGULAVEL EM ALTURA (PAR)";19667,70;16869,45;14391,00;16789,50;23585,25;21506,55;22066,20;27103,05;34778,25;196756,95
"0701010126 MULETA AXILAR REGULAVEL DE MADEIRA (PAR)";-;-;-;-;-;-;53,20;-;-;53,20
"0701010134 MULETA AXILAR TUBULAR EM ALUMINIO REGULAVEL NA ALTURA (PAR)";2798,25;2558,40;479,70;-;1918,80;159,90;1359,15;319,80;559,65;10153,65
"0701010142 PALMILHAS CONFECCIONADAS SOB MEDIDA (PAR)";2864,40;8853,60;8072,40;7291,20;9504,60;9895,20;6510,00;11848,20;16144,80;80984,40
"0701010150 PALMILHAS PARA PES NEUROPATICOS CONFECCIONADAS SOB MEDIDA PARA ADULTOS OU CRIANCAS (PAR)";-;-;-;-;-;-;170,30;510,90;1192,10;1873,30
"0701010169 PALMILHAS PARA SUSTENTACAO DOS ARCOS PLANTARES ATE O NUMERO 33 (PAR)";43,89;-;-;-;351,12;-;87,78;219,45;43,89;746,13
"0701010177 PALMILHAS PARA SUSTENTACAO DOS ARCOS PLANTARES NUMEROS ACIMA DE 34 (PAR)";-;-;65,00;65,00;910,00;65,00;260,00;325,00;780,00;2470,00
"0701010207 CADEIRA DE RODAS MONOBLOCO";-;900,00;1800,00;-;-;-;11700,00;2700,00;24959,44;42059,44
"0701010215 CADEIRA DE RODAS (ACIMA 90KG)";-;-;1649,00;-;-;-;64311,00;4947,00;9894,00;80801,00
"0701010223 CADEIRA DE RODAS MOTORIZADA ADULTO OU INFANTIL";-;194961,00;-;-;-;-;64987,00;24995,00;105684,70;390627,70
